bpp,d1-psnr,d2-psnr,cd,exp_name
0.11044720522317082,75.65936771538158,77.87139550206489,0.0823223825233678,new-I2_6
0.13728108706124498,76.53950281008548,78.80923891832163,0.06707371010755499,new-I4-5-1
0.16643234772020177,77.12610764037484,79.46428552595991,0.05864160798955709,new-I5-15
0.20271584900310743,77.68544518622636,80.08960175678979,0.05189012836975356,new-I7-15
0.24213716355683593,78.16962689510974,80.63776726139264,0.04660222597885877,new-I9
0.2750187126771046,78.54016562382978,81.04832231534782,0.042810229545769594,new-I11
0.2925168052025152,78.69497052881596,81.22004625481414,0.04140398864789555,new-I12-150
0.3261982540819057,78.97261910482142,81.52755930996935,0.038848655220742025,new-I15
