bpp,d1-psnr,d2-psnr,cd,exp_name
0.11679912986935026,74.72346449680765,76.72494609970828,0.0978898349373291,new-I2_6
0.14264243938451762,75.47902872382679,77.51595732463501,0.08195153786800802,new-I4-5-1
0.17392727178692616,76.12727316770506,78.24003723166587,0.07079652215664585,new-I5-15
0.21120512737867447,76.74515685167164,78.93836720507419,0.06240244632742057,new-I7-15
0.2533526542636929,77.3250494589421,79.59469099549325,0.055206207442097366,new-I9
0.2867783999985966,77.71414772238377,80.02499497855207,0.05062698029602567,new-I11
0.3040357521973402,77.85986243700272,80.18444912334034,0.04909071698784828,new-I12-150
0.3379281911439675,78.13321205041511,80.48626543298771,0.04619171842932701,new-I15
