bpp,d1-psnr,d2-psnr
0.10872124999999999,75.68649062499999,77.89947500000001
0.1351375,76.54261874999999,78.8120125
0.16333375,77.13275937500003,79.475778125
0.2002446875,77.735078125,80.15510000000002
0.2396684375,78.23186875000002,80.72580625000002
0.27195125,78.608634375,81.14431562500002
0.323371875,79.06021249999998,81.64914375000001
